,_,_,_,start_loc,end_loc,_,_,_,gene_info
"
2946,Chromosome,ena,gene,3281976,3283130,.,+,.,"ID=gene:b3136;Name=agaS;biotype=protein_coding;description=tagatose-6-phosphate ketose/aldose isomerase;gene_id=b3136;logic_name=ena
"
2947,Chromosome,ena,gene,3283143,3284003,.,+,.,"ID=gene:b3137;Name=kbaY;biotype=protein_coding;description=tagatose 6-phosphate aldolase 1%2C kbaY subunit;gene_id=b3137;logic_name=ena
"
2948,Chromosome,ena,gene,3284170,3284646,.,+,.,"ID=gene:b3138;Name=agaB;biotype=protein_coding;description=N-acetylgalactosamine-specific enzyme IIB component of PTS;gene_id=b3138;logic_name=ena
"
2949,Chromosome,ena,gene,3284685,3285488,.,+,.,"ID=gene:b3139;Name=agaC;biotype=protein_coding;description=N-acetylgalactosamine-specific enzyme IIC component of PTS;gene_id=b3139;logic_name=ena
"
2950,Chromosome,ena,gene,3285478,3286269,.,+,.,"ID=gene:b3140;Name=agaD;biotype=protein_coding;description=N-acetylgalactosamine-specific enzyme IID component of PTS;gene_id=b3140;logic_name=ena
"
2951,Chromosome,ena,gene,3286270,3287025,.,+,.,"ID=gene:b3141;Name=agaI;biotype=protein_coding;description=galactosamine-6-phosphate isomerase;gene_id=b3141;logic_name=ena
"
2952,Chromosome,ena,gene,3287426,3288010,.,+,.,"ID=gene:b3142;Name=yraH;biotype=protein_coding;description=putative fimbrial-like adhesin protein;gene_id=b3142;logic_name=ena
"
2953,Chromosome,ena,gene,3288090,3288785,.,+,.,"ID=gene:b3143;Name=yraI;biotype=protein_coding;description=putative periplasmic pilin chaperone;gene_id=b3143;logic_name=ena
"
2954,Chromosome,ena,gene,3288814,3291330,.,+,.,"ID=gene:b3144;Name=yraJ;biotype=protein_coding;description=putative outer membrane protein;gene_id=b3144;logic_name=ena
"
2955,Chromosome,ena,gene,3291341,3292432,.,+,.,"ID=gene:b3145;Name=yraK;biotype=protein_coding;description=putative fimbrial-like adhesin protein;gene_id=b3145;logic_name=ena
"
2956,Chromosome,ena,gene,3292475,3293335,.,-,.,"ID=gene:b3146;Name=rsmI;biotype=protein_coding;description=16S rRNA C1402 2'-O-ribose methyltransferase%2C SAM-dependent;gene_id=b3146;logic_name=ena
"
2957,Chromosome,ena,gene,3293400,3295436,.,+,.,"ID=gene:b3147;Name=lpoA;biotype=protein_coding;description=OM lipoprotein stimulator of MrcA transpeptidase;gene_id=b3147;logic_name=ena
"
2958,Chromosome,ena,gene,3295394,3295789,.,+,.,"ID=gene:b3148;Name=yraN;biotype=protein_coding;description=UPF0102 family protein;gene_id=b3148;logic_name=ena
"
2959,Chromosome,ena,gene,3295809,3296399,.,+,.,"ID=gene:b3149;Name=diaA;biotype=protein_coding;description=DnaA initiator-associating factor for replication initiation;gene_id=b3149;logic_name=ena
"
2960,Chromosome,ena,gene,3296409,3296984,.,+,.,"ID=gene:b3150;Name=yraP;biotype=protein_coding;description=outer membrane lipoprotein;gene_id=b3150;logic_name=ena
"
2961,Chromosome,ena,gene,3297098,3298138,.,-,.,"ID=gene:b3151;Name=yraQ;biotype=protein_coding;description=putative inner membrane permease;gene_id=b3151;logic_name=ena
"
2962,Chromosome,ena,gene,3298211,3298846,.,-,.,"ID=gene:b3152;Name=yraR;biotype=protein_coding;description=putative nucleoside-diphosphate-sugar epimerase;gene_id=b3152;logic_name=ena
"
2963,Chromosome,ena,gene,3298974,3299492,.,+,.,"ID=gene:b3153;Name=yhbO;biotype=protein_coding;description=stress-resistance protein;gene_id=b3153;logic_name=ena
"
2964,Chromosome,ena,gene,3299472,3299915,.,-,.,"ID=gene:b3154;Name=yhbP;biotype=protein_coding;description=UPF0306 family protein;gene_id=b3154;logic_name=ena
"
2965,Chromosome,ena,gene,3299966,3300268,.,+,.,"ID=gene:b3155;Name=yhbQ;biotype=protein_coding;description=GIY-YIG nuclease superfamily protein;gene_id=b3155;logic_name=ena
"
2966,Chromosome,ena,gene,3300255,3300758,.,-,.,"ID=gene:b3156;Name=yhbS;biotype=protein_coding;description=GNAT family putative N-acetyltransferase;gene_id=b3156;logic_name=ena
"
2967,Chromosome,ena,gene,3300752,3301276,.,-,.,"ID=gene:b3157;Name=yhbT;biotype=protein_coding;description=SCP-2 sterol transfer family protein;gene_id=b3157;logic_name=ena
"
2968,Chromosome,ena,gene,3301485,3302480,.,+,.,"ID=gene:b3158;Name=yhbU;biotype=protein_coding;description=U32 peptidase family protein;gene_id=b3158;logic_name=ena
"
2969,Chromosome,ena,gene,3302489,3303367,.,+,.,"ID=gene:b3159;Name=yhbV;biotype=protein_coding;description=U32 peptidase family protein;gene_id=b3159;logic_name=ena
"
2970,Chromosome,ena,gene,3303448,3304455,.,+,.,"ID=gene:b3160;Name=yhbW;biotype=protein_coding;description=putative luciferase-like monooxygenase;gene_id=b3160;logic_name=ena
"
2971,Chromosome,ena,gene,3304573,3305817,.,-,.,"ID=gene:b3161;Name=mtr;biotype=protein_coding;description=tryptophan transporter of high affinity;gene_id=b3161;logic_name=ena
"
2972,Chromosome,ena,gene,3305971,3307860,.,-,.,"ID=gene:b3162;Name=deaD;biotype=protein_coding;description=ATP-dependent RNA helicase;gene_id=b3162;logic_name=ena
"
2973,Chromosome,ena,gene,3307853,3307933,.,-,.,"ID=gene:b4685;Name=yrbN;biotype=protein_coding;description=uncharacterized protein;gene_id=b4685;logic_name=ena
"
2974,Chromosome,ena,gene,3308040,3308924,.,-,.,"ID=gene:b3163;Name=nlpI;biotype=protein_coding;description=lipoprotein involved in osmotic sensitivity and filamentation;gene_id=b3163;logic_name=ena
"
2975,Chromosome,ena,gene,3309033,3311168,.,-,.,"ID=gene:b3164;Name=pnp;biotype=protein_coding;description=polynucleotide phosphorylase/polyadenylase;gene_id=b3164;logic_name=ena
"
2976,Chromosome,ena,gene,3311415,3311684,.,-,.,"ID=gene:b3165;Name=rpsO;biotype=protein_coding;description=30S ribosomal subunit protein S15;gene_id=b3165;logic_name=ena
"
2977,Chromosome,ena,gene,3311833,3312777,.,-,.,"ID=gene:b3166;Name=truB;biotype=protein_coding;description=tRNA pseudouridine synthase B: tRNA pseudouridine(55) synthase and putative tmRNA pseudouridine(342) synthase;gene_id=b3166;logic_name=ena
"
2978,Chromosome,ena,gene,3312777,3313178,.,-,.,"ID=gene:b3167;Name=rbfA;biotype=protein_coding;description=30s ribosome binding factor;gene_id=b3167;logic_name=ena
"
2979,Chromosome,ena,gene,3313342,3316014,.,-,.,"ID=gene:b3168;Name=infB;biotype=protein_coding;description=translation initiation factor IF-2;gene_id=b3168;logic_name=ena
"
2980,Chromosome,ena,gene,3316039,3317526,.,-,.,"ID=gene:b3169;Name=nusA;biotype=protein_coding;description=transcription termination/antitermination L factor;gene_id=b3169;logic_name=ena
"
2981,Chromosome,ena,gene,3317554,3318006,.,-,.,"ID=gene:b3170;Name=rimP;biotype=protein_coding;description=ribosome maturation factor for 30S subunits;gene_id=b3170;logic_name=ena
"
2982,Chromosome,ena,gene,3318637,3319980,.,+,.,"ID=gene:b3172;Name=argG;biotype=protein_coding;description=argininosuccinate synthetase;gene_id=b3172;logic_name=ena
"
2983,Chromosome,ena,gene,3319988,3321613,.,-,.,"ID=gene:b3173;Name=yhbX;biotype=protein_coding;description=putative EptAB family phosphoethanolamine transferase%2C inner membrane protein;gene_id=b3173;logic_name=ena
"
2984,Chromosome,ena,gene,3322173,3322505,.,-,.,"ID=gene:b3175;Name=secG;biotype=protein_coding;description=preprotein translocase membrane subunit;gene_id=b3175;logic_name=ena
"
2985,Chromosome,ena,gene,3322733,3324070,.,-,.,"ID=gene:b3176;Name=glmM;biotype=protein_coding;description=phosphoglucosamine mutase;gene_id=b3176;logic_name=ena
"
2986,Chromosome,ena,gene,3324063,3324911,.,-,.,"ID=gene:b3177;Name=folP;biotype=protein_coding;description=7%2C8-dihydropteroate synthase;gene_id=b3177;logic_name=ena
"
2987,Chromosome,ena,gene,3325001,3326935,.,-,.,"ID=gene:b3178;Name=ftsH;biotype=protein_coding;description=protease%2C ATP-dependent zinc-metallo;gene_id=b3178;logic_name=ena
"
2988,Chromosome,ena,gene,3327035,3327664,.,-,.,"ID=gene:b3179;Name=rlmE;biotype=protein_coding;description=23S rRNA U2552 2'-O-ribose methyltransferase%2C SAM-dependent;gene_id=b3179;logic_name=ena
"
2989,Chromosome,ena,gene,3327790,3328083,.,+,.,"ID=gene:b3180;Name=yhbY;biotype=protein_coding;description=RNA binding protein associated with pre-50S ribosomal subunits;gene_id=b3180;logic_name=ena
"
2990,Chromosome,ena,gene,3328239,3328715,.,-,.,"ID=gene:b3181;Name=greA;biotype=protein_coding;description=transcript cleavage factor;gene_id=b3181;logic_name=ena
"
2991,Chromosome,ena,gene,3328963,3330396,.,+,.,"ID=gene:b3182;Name=dacB;biotype=protein_coding;description=D-alanyl-D-alanine carboxypeptidase;gene_id=b3182;logic_name=ena
"
2992,Chromosome,ena,gene,3330582,3331754,.,-,.,"ID=gene:b3183;Name=obgE;biotype=protein_coding;description=GTPase involved in cell partioning and DNA repair;gene_id=b3183;logic_name=ena
"
2993,Chromosome,ena,gene,3331770,3332735,.,-,.,"ID=gene:b3184;Name=yhbE;biotype=protein_coding;description=EamA family inner membrane putative transporter;gene_id=b3184;logic_name=ena
"
2994,Chromosome,ena,gene,3332862,3333119,.,-,.,"ID=gene:b3185;Name=rpmA;biotype=protein_coding;description=50S ribosomal subunit protein L27;gene_id=b3185;logic_name=ena
"
2995,Chromosome,ena,gene,3333140,3333451,.,-,.,"ID=gene:b3186;Name=rplU;biotype=protein_coding;description=50S ribosomal subunit protein L21;gene_id=b3186;logic_name=ena
"
2996,Chromosome,ena,gene,3333710,3334681,.,+,.,"ID=gene:b3187;Name=ispB;biotype=protein_coding;description=octaprenyl diphosphate synthase;gene_id=b3187;logic_name=ena
"
2997,Chromosome,ena,gene,3334909,3335187,.,+,.,"ID=gene:b3188;Name=sfsB;biotype=protein_coding;description=malPQ operon transcriptional activator;gene_id=b3188;logic_name=ena
"
2998,Chromosome,ena,gene,3335235,3336494,.,-,.,"ID=gene:b3189;Name=murA;biotype=protein_coding;description=UDP-N-acetylglucosamine 1-carboxyvinyltransferase;gene_id=b3189;logic_name=ena
"
2999,Chromosome,ena,gene,3336549,3336803,.,-,.,"ID=gene:b3190;Name=ibaG;biotype=protein_coding;description=acid stress protein%3B putative BolA family transcriptional regulator;gene_id=b3190;logic_name=ena
"
3000,Chromosome,ena,gene,3336963,3337256,.,-,.,"ID=gene:b3191;Name=mlaB;biotype=protein_coding;description=ABC transporter maintaining OM lipid asymmetry%2C cytoplasmic STAS component;gene_id=b3191;logic_name=ena
"
3001,Chromosome,ena,gene,3337256,3337891,.,-,.,"ID=gene:b3192;Name=mlaC;biotype=protein_coding;description=ABC transporter maintaining OM lipid asymmetry%2C periplasmic binding protein;gene_id=b3192;logic_name=ena
"
3002,Chromosome,ena,gene,3337910,3338461,.,-,.,"ID=gene:b3193;Name=mlaD;biotype=protein_coding;description=OM lipid asymmetry maintenance protein%3B membrane-anchored ABC family periplasmic binding protein;gene_id=b3193;logic_name=ena
"
3003,Chromosome,ena,gene,3338466,3339248,.,-,.,"ID=gene:b3194;Name=mlaE;biotype=protein_coding;description=ABC transporter maintaining OM lipid asymmetry%2C inner membrane permease protein;gene_id=b3194;logic_name=ena
"
3004,Chromosome,ena,gene,3339256,3340065,.,-,.,"ID=gene:b3195;Name=mlaF;biotype=protein_coding;description=ABC transporter maintaining OM lipid asymmetry%2C ATP-binding protein;gene_id=b3195;logic_name=ena
"
3005,Chromosome,ena,gene,3340275,3341252,.,+,.,"ID=gene:b3196;Name=yrbG;biotype=protein_coding;description=putative calcium/sodium:proton antiporter;gene_id=b3196;logic_name=ena
"
3006,Chromosome,ena,gene,3341266,3342252,.,+,.,"ID=gene:b3197;Name=kdsD;biotype=protein_coding;description=D-arabinose 5-phosphate isomerase;gene_id=b3197;logic_name=ena
"
3007,Chromosome,ena,gene,3342273,3342839,.,+,.,"ID=gene:b3198;Name=kdsC;biotype=protein_coding;description=3-deoxy-D-manno-octulosonate 8-phosphate phosphatase;gene_id=b3198;logic_name=ena
"
3008,Chromosome,ena,gene,3342836,3343411,.,+,.,"ID=gene:b3199;Name=lptC;biotype=protein_coding;description=periplasmic membrane-anchored LPS-binding protein%3B LPS export protein;gene_id=b3199;logic_name=ena
"
3009,Chromosome,ena,gene,3343380,3343937,.,+,.,"ID=gene:b3200;Name=lptA;biotype=protein_coding;description=lipopolysaccharide export ABC transporter periplasmic binding protein%3B Lipid A binding protein%3B LPS export and assembly protein;gene_id=b3200;logic_name=ena
"
3010,Chromosome,ena,gene,3343944,3344669,.,+,.,"ID=gene:b3201;Name=lptB;biotype=protein_coding;description=lipopolysaccharide export ABC transporter ATPase;gene_id=b3201;logic_name=ena
"
3011,Chromosome,ena,gene,3344717,3346150,.,+,.,"ID=gene:b3202;Name=rpoN;biotype=protein_coding;description=RNA polymerase%2C sigma 54 (sigma N) factor;gene_id=b3202;logic_name=ena
"
3012,Chromosome,ena,gene,3346173,3346460,.,+,.,"ID=gene:b3203;Name=hpf;biotype=protein_coding;description=ribosome hibernation promoting factor HPF%3B stabilizes 100S dimers;gene_id=b3203;logic_name=ena
"
3013,Chromosome,ena,gene,3346578,3347069,.,+,.,"ID=gene:b3204;Name=ptsN;biotype=protein_coding;description=sugar-specific enzyme IIA component of PTS;gene_id=b3204;logic_name=ena
"
3014,Chromosome,ena,gene,3347115,3347969,.,+,.,"ID=gene:b3205;Name=yhbJ;biotype=protein_coding;description=adaptor protein for GlmZ/GlmY sRNA decay%2C glucosamine-6-phosphate-regulated%3B NTPase;gene_id=b3205;logic_name=ena
"
3015,Chromosome,ena,gene,3347966,3348238,.,+,.,"ID=gene:b3206;Name=npr;biotype=protein_coding;description=phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr);gene_id=b3206;logic_name=ena
"
3016,Chromosome,ena,gene,3348452,3349084,.,+,.,"ID=gene:b3207;Name=yrbL;biotype=protein_coding;description=Mg(2+)-starvation-stimulated protein;gene_id=b3207;logic_name=ena
"
3017,Chromosome,ena,gene,3349081,3349809,.,-,.,"ID=gene:b3208;Name=mtgA;biotype=protein_coding;description=biosynthetic peptidoglycan transglycosylase;gene_id=b3208;logic_name=ena
"
3018,Chromosome,ena,gene,3349806,3350459,.,-,.,"ID=gene:b3209;Name=elbB;biotype=protein_coding;description=isoprenoid biosynthesis protein with amidotransferase-like domain;gene_id=b3209;logic_name=ena
"
3019,Chromosome,ena,gene,3350689,3353025,.,-,.,"ID=gene:b3210;Name=arcB;biotype=protein_coding;description=aerobic respiration control sensor histidine protein kinase%2C cognate to two-component response regulators ArcA and RssB;gene_id=b3210;logic_name=ena
"
3020,Chromosome,ena,gene,3353121,3354050,.,-,.,"ID=gene:b3211;Name=yhcC;biotype=protein_coding;description=putative Fe-S oxidoreductase%2C Radical SAM superfamily protein;gene_id=b3211;logic_name=ena
"
3021,Chromosome,ena,gene,3354725,3359185,.,+,.,"ID=gene:b3212;Name=gltB;biotype=protein_coding;description=glutamate synthase%2C large subunit;gene_id=b3212;logic_name=ena
"
3022,Chromosome,ena,gene,3359198,3360616,.,+,.,"ID=gene:b3213;Name=gltD;biotype=protein_coding;description=glutamate synthase%2C 4Fe-4S protein%2C small subunit;gene_id=b3213;logic_name=ena
"
3023,Chromosome,ena,gene,3361176,3361940,.,+,.,"ID=gene:b3214;Name=gltF;biotype=protein_coding;description=periplasmic protein;gene_id=b3214;logic_name=ena
"
3024,Chromosome,ena,gene,3362112,3362786,.,+,.,"ID=gene:b3215;Name=yhcA;biotype=protein_coding;description=putative periplasmic chaperone protein;gene_id=b3215;logic_name=ena
"
3025,Chromosome,ena,gene,3362807,3365188,.,+,.,"ID=gene:b3216;Name=yhcD;biotype=protein_coding;description=putative outer membrane fimbrial subunit usher protein;gene_id=b3216;logic_name=ena
"
3026,Chromosome,ena,gene,3365702,3366718,.,-,.,"ID=gene:b3218;Name=insH1;biotype=protein_coding;description=IS5 transposase and trans-activator;gene_id=b3218;logic_name=ena
"
3027,Chromosome,ena,gene,3366926,3367642,.,+,.,"ID=gene:b3219;Name=yhcF;biotype=protein_coding;description=putative transcriptional regulator;gene_id=b3219;logic_name=ena
"
3028,Chromosome,ena,gene,3367827,3368954,.,+,.,"ID=gene:b3220;Name=yhcG;biotype=protein_coding;description=DUF1016 family protein in the PD-(D/E)XK nuclease superfamily;gene_id=b3220;logic_name=ena
"
3029,Chromosome,ena,gene,3369014,3369478,.,-,.,"ID=gene:b3221;Name=yhcH;biotype=protein_coding;description=DUF386 family protein%2C cupin superfamily;gene_id=b3221;logic_name=ena
"
3030,Chromosome,ena,gene,3369475,3370350,.,-,.,"ID=gene:b3222;Name=nanK;biotype=protein_coding;description=N-acetylmannosamine kinase;gene_id=b3222;logic_name=ena
"
3031,Chromosome,ena,gene,3370347,3371036,.,-,.,"ID=gene:b3223;Name=nanE;biotype=protein_coding;description=putative N-acetylmannosamine-6-P epimerase;gene_id=b3223;logic_name=ena
"
3032,Chromosome,ena,gene,3371084,3372574,.,-,.,"ID=gene:b3224;Name=nanT;biotype=protein_coding;description=sialic acid transporter;gene_id=b3224;logic_name=ena
"
3033,Chromosome,ena,gene,3372683,3373576,.,-,.,"ID=gene:b3225;Name=nanA;biotype=protein_coding;description=N-acetylneuraminate lyase;gene_id=b3225;logic_name=ena
"
3034,Chromosome,ena,gene,3373698,3374489,.,-,.,"ID=gene:b3226;Name=nanR;biotype=protein_coding;description=sialic acid-inducible nan operon repressor;gene_id=b3226;logic_name=ena
"
3035,Chromosome,ena,gene,3374869,3376236,.,+,.,"ID=gene:b3227;Name=dcuD;biotype=protein_coding;description=putative transporter;gene_id=b3227;logic_name=ena
"
3036,Chromosome,ena,gene,3376279,3376776,.,-,.,"ID=gene:b3228;Name=sspB;biotype=protein_coding;description=ClpXP protease specificity enhancing factor;gene_id=b3228;logic_name=ena
"
3037,Chromosome,ena,gene,3376782,3377420,.,-,.,"ID=gene:b3229;Name=sspA;biotype=protein_coding;description=stringent starvation protein A%2C phage P1 late gene activator%2C RNAP-associated acid-resistance protein%2C inactive glutathione S-transferase homolog;gene_id=b3229;logic_name=ena
"
3038,Chromosome,ena,gene,3377815,3378207,.,-,.,"ID=gene:b3230;Name=rpsI;biotype=protein_coding;description=30S ribosomal subunit protein S9;gene_id=b3230;logic_name=ena
"
3039,Chromosome,ena,gene,3378223,3378651,.,-,.,"ID=gene:b3231;Name=rplM;biotype=protein_coding;description=50S ribosomal subunit protein L13;gene_id=b3231;logic_name=ena
"
3040,Chromosome,ena,gene,3378870,3379997,.,-,.,"ID=gene:b3232;Name=zapE;biotype=protein_coding;description=divisome ATPase;gene_id=b3232;logic_name=ena
"
3041,Chromosome,ena,gene,3380191,3380589,.,+,.,"ID=gene:b3233;Name=yhcB;biotype=protein_coding;description=DUF1043 family inner membrane-anchored protein;gene_id=b3233;logic_name=ena
"
3042,Chromosome,ena,gene,3380743,3382110,.,+,.,"ID=gene:b3234;Name=degQ;biotype=protein_coding;description=serine endoprotease%2C periplasmic;gene_id=b3234;logic_name=ena
"
3043,Chromosome,ena,gene,3382200,3383267,.,+,.,"ID=gene:b3235;Name=degS;biotype=protein_coding;description=serine endoprotease%2C periplasmic;gene_id=b3235;logic_name=ena
"
3044,Chromosome,ena,gene,3383330,3384268,.,-,.,"ID=gene:b3236;Name=mdh;biotype=protein_coding;description=malate dehydrogenase%2C NAD(P)-binding;gene_id=b3236;logic_name=ena
"
3045,Chromosome,ena,gene,3384703,3385173,.,+,.,"ID=gene:b3237;Name=argR;biotype=protein_coding;description=l-arginine-responsive arginine metabolism regulon transcriptional regulator;gene_id=b3237;logic_name=ena
"
3046,Chromosome,ena,gene,3385538,3385801,.,+,.,"ID=gene:b3238;Name=yhcN;biotype=protein_coding;description=cadmium and peroxide resistance protein%2C stress-induced;gene_id=b3238;logic_name=ena
"
3047,Chromosome,ena,gene,3385857,3386129,.,-,.,"ID=gene:b3239;Name=yhcO;biotype=protein_coding;description=putative barnase inhibitor;gene_id=b3239;logic_name=ena
"
3048,Chromosome,ena,gene,3386221,3388188,.,-,.,"ID=gene:b3240;Name=aaeB;biotype=protein_coding;description=p-hydroxybenzoic acid efflux system component;gene_id=b3240;logic_name=ena
"
3049,Chromosome,ena,gene,3388194,3389126,.,-,.,"ID=gene:b3241;Name=aaeA;biotype=protein_coding;description=p-hydroxybenzoic acid efflux system component;gene_id=b3241;logic_name=ena
"
3050,Chromosome,ena,gene,3389134,3389337,.,-,.,"ID=gene:b3242;Name=aaeX;biotype=protein_coding;description=DUF1656 family putative inner membrane efflux pump associated protein;gene_id=b3242;logic_name=ena
"
3051,Chromosome,ena,gene,3389520,3390449,.,+,.,"ID=gene:b3243;Name=aaeR;biotype=protein_coding;description=transcriptional regulator for aaeXAB operon;gene_id=b3243;logic_name=ena
"
3052,Chromosome,ena,gene,3390583,3392028,.,-,.,"ID=gene:b3244;Name=tldD;biotype=protein_coding;description=putative peptidase;gene_id=b3244;logic_name=ena
"
3053,Chromosome,ena,gene,3392458,3396258,.,-,.,"ID=gene:b4472;Name=yhdP;biotype=protein_coding;description=DUF3971-AsmA2 domains protein;gene_id=b4472;logic_name=ena
"
3054,Chromosome,ena,gene,3396326,3397795,.,-,.,"ID=gene:b3247;Name=rng;biotype=protein_coding;description=ribonuclease G;gene_id=b3247;logic_name=ena
"
3055,Chromosome,ena,gene,3397785,3398378,.,-,.,"ID=gene:b3248;Name=yhdE;biotype=protein_coding;description=dTTP/UTP pyrophosphatase%3B m(5)UTP/m(5)CTP/pseudo-UTP pyrophosphatase;gene_id=b3248;logic_name=ena
"
3056,Chromosome,ena,gene,3398387,3398875,.,-,.,"ID=gene:b3249;Name=mreD;biotype=protein_coding;description=cell wall structural complex MreBCD transmembrane component MreD;gene_id=b3249;logic_name=ena
"
3057,Chromosome,ena,gene,3398875,3399978,.,-,.,"ID=gene:b3250;Name=mreC;biotype=protein_coding;description=cell wall structural complex MreBCD transmembrane component MreC;gene_id=b3250;logic_name=ena
"
3058,Chromosome,ena,gene,3400044,3401087,.,-,.,"ID=gene:b3251;Name=mreB;biotype=protein_coding;description=cell wall structural complex MreBCD%2C actin-like component MreB;gene_id=b3251;logic_name=ena
"
3059,Chromosome,ena,gene,3401392,3403332,.,-,.,"ID=gene:b3252;Name=csrD;biotype=protein_coding;description=targeting factor for csrBC sRNA degradation;gene_id=b3252;logic_name=ena
"
3060,Chromosome,ena,gene,3403484,3404458,.,+,.,"ID=gene:b3253;Name=acuI;biotype=protein_coding;description=putative acryloyl-CoA reductase;gene_id=b3253;logic_name=ena
"
3061,Chromosome,ena,gene,3405436,3405906,.,+,.,"ID=gene:b3255;Name=accB;biotype=protein_coding;description=acetyl CoA carboxylase%2C BCCP subunit;gene_id=b3255;logic_name=ena
"
3062,Chromosome,ena,gene,3405917,3407266,.,+,.,"ID=gene:b3256;Name=accC;biotype=protein_coding;description=acetyl-CoA carboxylase%2C biotin carboxylase subunit;gene_id=b3256;logic_name=ena
"
3063,Chromosome,ena,gene,3407375,3407617,.,+,.,"ID=gene:b3257;Name=yhdT;biotype=protein_coding;description=DUF997 family putative inner membrane protein;gene_id=b3257;logic_name=ena
"
3064,Chromosome,ena,gene,3407607,3409058,.,+,.,"ID=gene:b3258;Name=panF;biotype=protein_coding;description=pantothenate:sodium symporter;gene_id=b3258;logic_name=ena
"
3065,Chromosome,ena,gene,3409070,3409951,.,+,.,"ID=gene:b3259;Name=prmA;biotype=protein_coding;description=methyltransferase for 50S ribosomal subunit protein L11;gene_id=b3259;logic_name=ena
"
3066,Chromosome,ena,gene,3410280,3411245,.,+,.,"ID=gene:b3260;Name=dusB;biotype=protein_coding;description=tRNA-dihydrouridine synthase B;gene_id=b3260;logic_name=ena
"
3067,Chromosome,ena,gene,3411271,3411567,.,+,.,"ID=gene:b3261;Name=fis;biotype=protein_coding;description=global DNA-binding transcriptional dual regulator;gene_id=b3261;logic_name=ena
"
3068,Chromosome,ena,gene,3411653,3412537,.,+,.,"ID=gene:b3262;Name=yhdJ;biotype=protein_coding;description=DNA adenine methyltransferase%2C SAM-dependent;gene_id=b3262;logic_name=ena
"
3069,Chromosome,ena,gene,3412621,3412800,.,+,.,"ID=gene:b3263;Name=yhdU;biotype=protein_coding;description=putative membrane protein;gene_id=b3263;logic_name=ena
"
3070,Chromosome,ena,gene,3412803,3413465,.,-,.,"ID=gene:b3264;Name=acrS;biotype=protein_coding;description=acrAB operon transcriptional repressor;gene_id=b3264;logic_name=ena
"
3071,Chromosome,ena,gene,3413864,3415021,.,+,.,"ID=gene:b3265;Name=acrE;biotype=protein_coding;description=cytoplasmic membrane lipoprotein;gene_id=b3265;logic_name=ena
"
3072,Chromosome,ena,gene,3415033,3418137,.,+,.,"ID=gene:b3266;Name=acrF;biotype=protein_coding;description=multidrug efflux system protein;gene_id=b3266;logic_name=ena
"
3073,Chromosome,ena,gene,3418390,3418611,.,+,.,"ID=gene:b3267;Name=yhdV;biotype=protein_coding;description=putative outer membrane protein;gene_id=b3267;logic_name=ena
"
3074,Chromosome,ena,gene,3420134,3421315,.,+,.,"ID=gene:b3269;Name=yhdX;biotype=protein_coding;description=putative amino acid ABC transporter permease;gene_id=b3269;logic_name=ena
"
3075,Chromosome,ena,gene,3421325,3422428,.,+,.,"ID=gene:b3270;Name=yhdY;biotype=protein_coding;description=putative amino acid ABC transporter permease;gene_id=b3270;logic_name=ena
"
3076,Chromosome,ena,gene,3422436,3423194,.,+,.,"ID=gene:b3271;Name=yhdZ;biotype=protein_coding;description=putative amino acid ABC transporter ATPase;gene_id=b3271;logic_name=ena
"
3077,Chromosome,ena,gene,3429236,3429790,.,+,.,"ID=gene:b3279;Name=yrdA;biotype=protein_coding;description=bacterial transferase hexapeptide domain protein;gene_id=b3279;logic_name=ena
"
3078,Chromosome,ena,gene,3429766,3430023,.,-,.,"ID=gene:b3280;Name=yrdB;biotype=protein_coding;description=DUF1488 family protein;gene_id=b3280;logic_name=ena
"
3079,Chromosome,ena,gene,3430020,3430838,.,-,.,"ID=gene:b3281;Name=aroE;biotype=protein_coding;description=dehydroshikimate reductase%2C NAD(P)-binding;gene_id=b3281;logic_name=ena
"
3080,Chromosome,ena,gene,3430843,3431415,.,-,.,"ID=gene:b3282;Name=tsaC;biotype=protein_coding;description=tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein%2C threonine-dependent ADP-forming ATPase;gene_id=b3282;logic_name=ena
"
3081,Chromosome,ena,gene,3431420,3431962,.,-,.,"ID=gene:b3283;Name=yrdD;biotype=protein_coding;description=ssDNA-binding protein%2C function unknown;gene_id=b3283;logic_name=ena
"
3082,Chromosome,ena,gene,3431991,3432464,.,-,.,"ID=gene:b3284;Name=smg;biotype=protein_coding;description=DUF494 family putative periplasmic protein;gene_id=b3284;logic_name=ena
"
3083,Chromosome,ena,gene,3432436,3433560,.,-,.,"ID=gene:b4473;Name=smf;biotype=protein_coding;description=DNA recombination-mediator A family protein;gene_id=b4473;logic_name=ena
"
3084,Chromosome,ena,gene,3433690,3434199,.,+,.,"ID=gene:b3287;Name=def;biotype=protein_coding;description=peptide deformylase;gene_id=b3287;logic_name=ena
"
3085,Chromosome,ena,gene,3434214,3435161,.,+,.,"ID=gene:b3288;Name=fmt;biotype=protein_coding;description=10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase;gene_id=b3288;logic_name=ena
"
3086,Chromosome,ena,gene,3435207,3436496,.,+,.,"ID=gene:b3289;Name=rsmB;biotype=protein_coding;description=16S rRNA m(5)C967 methyltransferase%2C SAM-dependent;gene_id=b3289;logic_name=ena
